"numberOfCallbackErrorFunctions","numberOfFirstErrorArgFunctions","numberOfEmptyCallbacks","numberOfConsoleStatementOnly","numberOfLogicalLines","numberOfPhysicalLines"
0,0,0,0,21,57
0,0,0,0,16,47
0,0,0,0,6,14
0,0,0,0,6,14
0,0,0,0,4,36
0,0,0,0,4,9
0,0,0,0,38,62
0,0,0,0,5,13
0,0,0,0,9,18
0,0,0,0,6,17
0,0,0,0,16,29
0,0,0,0,17,24
0,0,0,0,10,14
0,0,0,0,13,18
0,0,0,0,18,27
0,0,0,0,11,17
0,0,0,0,10,20
0,0,0,0,5,19
0,0,0,0,294,325
0,0,0,0,104,159
0,0,0,0,62,108
0,0,0,0,22,56
1,0,0,1,295,329
0,0,0,0,52,93
0,0,0,0,150,227
0,0,0,0,7,35
0,0,0,0,35,74
0,0,0,0,1,31
0,0,0,0,20,30
0,0,0,0,5,33
0,0,0,0,11,20
0,0,0,0,16,25
0,0,0,0,89,104
1,0,0,0,19,54
0,0,0,0,3,8
0,0,0,0,382,526
0,0,0,0,22,56
0,0,0,0,62,113
0,0,0,0,140,205
0,0,0,0,146,236
0,0,0,0,12,20
0,0,0,0,12,20
0,0,0,0,25,55
0,0,0,0,107,177
0,0,0,0,262,300
0,0,0,0,21,29
0,0,0,0,4,34
0,0,0,0,17,53
0,0,0,0,47,78
0,0,0,0,9,38
0,0,0,0,8,38
0,0,0,0,19,49
0,0,0,0,2,6
0,0,0,0,28,64
0,0,0,0,17,52
0,0,0,0,155,211
0,0,0,0,27,70
1,0,0,0,80,102
0,2,0,0,557,826
0,0,0,0,21,53
0,0,0,0,1,7
0,0,0,0,2,8
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,5,11
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,4,11
0,0,0,0,3,9
0,0,0,0,3,9
0,0,0,0,3,9
0,0,0,0,5,11
0,0,0,0,2,9
0,0,0,0,43,55
0,0,0,0,21,31
0,0,0,0,33,48
0,0,0,0,16,26
0,0,0,0,16,26
0,0,0,0,26,38
0,0,0,0,19,31
0,0,0,0,3,9
0,0,0,0,15,25
0,0,0,0,2,8
0,0,0,0,3,9
0,0,0,0,2,8
0,0,0,0,15,25
0,0,0,0,2,8
0,0,0,0,50,73
0,0,0,0,12,20
0,0,0,0,5,11
0,0,0,0,46,59
0,0,0,0,5,11
0,0,0,0,7,14
0,0,0,0,5,9
0,0,0,0,4,8
0,0,0,0,4,8
0,0,0,0,2,6
0,0,0,0,1,5
0,0,0,0,3,7
0,0,0,0,2,6
0,0,0,0,4,8
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,19,26
0,0,0,0,4,8
0,0,0,0,3,7
0,0,0,0,5,13
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,4,11
0,0,0,0,1,7
0,0,0,0,460,491
0,0,0,0,439,470
0,0,0,0,494,525
0,0,0,0,501,532
0,0,0,0,478,509
0,0,0,0,474,505
0,0,0,0,523,554
0,0,0,0,466,497
0,0,0,0,495,526
0,0,0,0,502,533
0,0,0,0,3,30
0,0,0,0,27,62
0,0,0,0,12,42
0,0,0,0,24,59
0,0,0,0,7,34
0,0,0,0,26,55
0,0,0,0,14,48
0,0,0,0,6,36
0,0,0,0,3,32
0,0,0,0,11,45
0,0,0,0,2,30
0,0,0,0,24,59
0,0,0,0,9,38
0,0,0,0,91,126
0,0,0,0,18,47
0,0,0,0,28,33
0,0,0,0,4,31
0,0,0,0,58,89
0,0,0,0,2,34
0,0,0,0,303,364
0,0,0,0,327,394
0,0,0,0,291,344
0,0,0,0,1145,1172
0,0,0,0,1151,1178
0,0,0,0,1151,1178
0,0,0,0,1150,1177
0,0,0,0,16,46
0,0,0,0,193,282
0,0,0,0,24,72
0,0,0,0,2,6
0,0,0,0,62,106
0,0,0,0,16,47
0,0,0,0,12,45
0,0,0,0,18,65
0,0,0,0,75,96
0,0,0,0,17,21
0,0,0,0,3,7
0,0,0,0,63,106
0,0,0,0,18,64
0,0,0,0,80,125
0,0,0,0,2,7
0,0,0,0,6,11
0,0,0,0,39,49
0,0,0,0,2,6
0,0,0,0,67,105
0,0,0,0,47,59
0,0,0,0,7,35
0,0,0,0,106,163
0,0,0,0,6,10
0,0,0,0,4,33
0,0,0,0,44,91
0,0,0,0,51,69
0,0,0,0,3,7
0,0,0,0,11,20
0,0,0,0,13,47
0,0,0,0,16,47
0,0,0,0,7,36
0,0,0,0,5,36
0,0,0,0,141,218
0,0,0,0,27,60
0,0,0,0,4,31
0,0,0,0,11,48
0,0,0,0,165,254
0,0,0,0,46,77
0,0,0,0,12,22
0,0,0,0,107,166
0,0,0,0,2,29
0,0,0,0,60,112
0,0,0,0,2,8
0,0,0,0,46,77
0,0,0,0,32,48
0,0,0,0,10,18
0,0,0,0,37,78
0,0,0,0,104,159
0,0,0,0,13,43
0,0,0,0,2,31
0,0,0,0,445,575
0,0,0,0,6,40
0,0,0,0,19,48
0,0,0,0,2,6
0,0,0,0,13,44
0,0,0,0,21,65
0,0,0,0,4,8
0,0,0,0,28,71
0,0,0,0,23,62
0,0,0,0,26,65
0,0,0,0,33,74
0,0,0,0,30,68
0,0,0,0,106,145
0,0,0,0,12,44
0,0,0,0,28,66
0,0,0,0,1,35
0,0,0,0,4,32
0,0,0,0,9,45
0,0,0,0,8,38
0,0,0,0,1,29
0,0,0,0,13,43
0,0,0,0,19,51
0,0,0,0,2,32
0,0,0,0,2,30
0,0,0,0,6,36
0,0,0,0,8,38
0,0,0,0,4,34
0,0,0,0,7,35
0,0,0,0,2,32
0,0,0,0,6,37
0,0,0,0,2,32
0,0,0,0,8,37
0,0,0,0,15,46
0,0,0,0,5,35
0,0,0,0,5,33
0,0,0,0,26,57
0,0,0,0,11,44
0,0,0,0,3,33
0,0,0,0,2,34
0,0,0,0,30,66
0,0,0,0,10,41
0,0,0,0,5,35
0,0,0,0,8,44
0,0,0,0,9,40
0,0,0,0,2,29
0,0,0,0,15,50
0,0,0,0,1,31
0,0,0,0,4,31
0,0,0,0,10,43
0,0,0,0,15,48
0,0,0,0,7,39
0,0,0,0,4,33
0,0,0,0,10,49
0,0,0,0,13,45
0,0,0,0,11,40
0,0,0,0,7,41
0,0,0,0,52,95
0,0,0,0,9,39
0,0,0,0,5,39
0,0,0,0,17,48
0,0,0,0,8,52
0,0,0,0,1,30
0,0,0,0,5,33
0,0,0,0,5,39
0,0,0,0,1,31
0,0,0,0,21,57
0,0,0,0,28,71
0,0,0,0,11,47
0,0,0,0,5,34
0,0,0,0,5,34
0,0,0,0,32,75
0,0,0,0,1502,2032
0,0,0,0,10,40
0,0,0,0,1,29
0,0,0,0,7,35
0,0,0,0,7,34
0,0,0,0,10,43
0,0,0,0,12,40
0,0,0,0,12,40
0,0,0,0,4,36
0,0,0,0,334,365
0,0,0,0,1,29
0,0,0,0,11,47
0,0,0,0,5,34
0,0,0,0,20,57
0,0,0,0,9,41
0,0,0,0,8,37
0,0,0,0,11,41
0,0,0,0,25,58
0,0,0,0,6,33
0,0,0,0,30,69
0,0,0,0,6,35
0,0,0,0,3,33
0,0,0,0,2,30
0,0,0,0,3,30
0,0,0,0,10,38
0,0,0,0,6,35
0,0,0,0,10,39
0,0,0,0,2,29
0,0,0,0,11,44
0,0,0,0,7,39
0,0,0,0,7,34
0,0,0,0,2,31
0,0,0,0,15,45
0,0,0,0,8,40
0,0,0,0,7,38
0,0,0,0,11,42
0,0,0,0,13,45
0,0,0,0,6,36
0,0,0,0,6,42
0,0,0,0,18,55
0,0,0,0,38,79
0,0,0,0,11,40
0,0,0,0,4,34
0,0,0,0,8,37
0,0,0,0,66,107
0,0,0,0,8,40
0,0,0,0,9,38
0,0,0,0,1,28
0,0,0,0,4,38
0,0,0,0,9,52
0,0,0,0,13,44
0,0,0,0,7,40
0,1,0,0,6,35
0,0,0,0,39,89
0,0,0,0,13,49
0,0,0,0,1,32
0,0,0,0,10,48
0,0,0,0,10,46
0,0,0,0,17,47
0,0,0,0,12,54
0,0,0,0,74,140
0,0,0,0,73,139
0,0,0,0,6,36
0,0,0,0,17,57
0,0,0,0,4,33
0,0,0,0,44,89
0,0,0,0,19,67
0,0,0,0,12,41
0,0,0,0,8,38
0,0,0,0,4,35
0,0,0,0,4,33
0,0,0,0,21,50
0,0,0,0,23,58
0,0,0,0,22,61
0,0,0,0,1,30
0,0,0,0,4,36
0,0,0,0,8,42
0,0,0,0,8,39
0,0,0,0,6,45
0,0,0,0,12,42
0,0,0,0,5,42
0,0,0,0,19,52
0,0,0,0,12,42
0,0,0,0,10,41
0,0,0,0,7,37
0,0,0,0,18,47
0,0,0,0,29,64
0,0,0,0,4,34
0,0,0,0,17,48
0,0,0,0,4,37
0,0,0,0,44,79
0,0,0,0,60,99
0,0,0,0,5,35
0,0,0,0,5,32
0,0,0,0,32,70
0,0,0,0,6,34
0,0,0,0,105,145
0,0,0,0,7,38
0,0,0,0,57,148
0,0,0,0,7,36
0,0,0,0,4,33
0,0,0,0,10,40
0,0,0,0,2,32
0,0,0,0,25,54
0,0,0,0,5,33
0,0,0,0,62,103
0,0,0,0,3,32
0,0,0,0,3,32
0,0,0,0,4,32
0,0,0,0,6,36
0,0,0,0,57,92
0,0,0,0,17,54
0,0,0,0,7,39
0,0,0,0,68,123
0,0,0,0,5,32
0,0,0,0,2,29
0,0,0,0,5,34
0,0,0,0,12,42
0,0,0,0,10,41
0,0,0,0,5,36
0,0,0,0,9,40
0,0,0,0,40,75
0,0,0,0,8,36
0,0,0,0,4,36
0,0,0,0,93,166
0,0,0,0,14,45
0,0,0,0,38,68
0,0,0,0,4,31
0,0,0,0,63,129
0,0,0,0,73,118
0,0,0,0,2,31
0,0,0,0,15,49
0,0,0,0,11,43
0,0,0,0,4,31
0,0,0,0,20,58
0,3,0,0,79,122
0,0,0,0,5,32
0,0,0,0,7,34
0,0,0,0,17,46
0,0,0,0,4,32
0,0,0,0,1,33
0,0,0,0,19,61
0,0,0,0,65,104
0,0,0,0,2,33
0,0,0,0,25,61
0,0,0,0,62,96
0,0,0,0,6,35
0,0,0,0,4,38
0,0,0,0,7,37
0,0,0,0,29,64
0,0,0,0,5,35
0,0,0,0,3,32
0,0,0,0,1,28
0,0,0,0,15,48
0,0,0,0,5,33
0,0,0,0,16,51
0,0,0,0,28,62
0,0,0,0,3,31
0,0,0,0,5,32
0,0,0,0,8,38
0,0,0,0,18,50
0,0,0,0,27,57
0,0,0,0,6,36
0,0,0,0,3,34
0,0,0,0,11,43
0,0,0,0,29,64
0,0,0,0,15,45
0,0,0,0,6,33
0,0,0,0,6,34
0,0,0,0,4,33
0,0,0,0,33,65
0,0,0,0,5,32
0,0,0,0,1,28
0,0,0,0,10,42
0,0,0,0,307,314
0,0,0,0,1,31
0,0,0,0,48,73
0,0,0,0,21,30
0,0,0,0,6,10
0,0,0,0,1,30
0,0,0,0,5,35
0,0,0,0,30,60
0,0,0,0,11,44
0,0,0,0,7,39
0,0,0,0,1,30
0,0,0,0,17,25
0,0,0,0,4,35
0,0,0,0,10,38
0,0,0,0,21,53
0,0,0,0,17,45
0,0,0,0,9,40
0,0,0,0,4,8
0,0,0,0,15,44
0,0,0,0,8,13
0,0,0,0,9,38
0,0,0,0,3,30
0,1,0,0,18,27
0,0,0,0,4,35
0,0,0,0,4,36
0,0,0,0,16,51
0,0,0,0,1,11
0,0,0,0,37,48
0,0,0,0,7,12
0,0,0,0,3,30
0,0,0,0,2,32
0,0,0,0,5,33
0,0,0,0,9,17
0,0,0,0,9,15
0,0,0,0,7,12
0,0,0,0,1,31
0,0,0,0,6,35
0,0,0,0,20,27
0,0,0,0,13,40
0,0,0,0,8,38
0,0,0,0,1,5
0,0,0,0,6,10
0,0,0,0,13,20
0,0,0,0,11,18
0,0,0,0,4,8
0,0,0,0,14,44
0,0,0,0,7,14
0,0,0,0,4,10
0,0,0,0,17,21
0,0,0,0,7,11
0,0,0,0,21,30
0,0,0,0,7,13
0,0,0,0,8,14
0,0,0,0,15,22
0,0,0,0,7,15
0,0,0,0,9,16
0,1,0,0,16,22
0,0,0,0,48,74
0,0,0,0,11,17
0,0,0,0,2,6
0,0,0,0,8,47
0,0,0,0,4,34
0,0,0,0,65,85
0,0,0,0,15,47
0,0,0,0,9,39
0,0,0,0,37,80
0,0,0,0,3,32
0,0,0,0,38,60
0,0,0,0,2,6
0,0,0,0,27,69
0,0,0,0,0,5
0,0,0,0,31,43
0,0,0,0,15,22
0,0,0,0,7,38
0,0,0,0,9,14
0,0,0,0,5,9
0,0,0,0,2,6
0,0,0,0,11,18
0,0,0,0,5,26
0,0,0,0,3,24
0,0,0,0,3,24
0,0,0,0,3,24
0,0,0,0,3,7
0,0,0,0,15,24
0,0,0,0,6,11
0,0,0,0,26,40
0,0,0,0,8,12
0,0,0,0,5,9
0,0,0,0,6,10
0,0,0,0,33,45
0,0,0,0,14,26
0,0,0,0,8,17
0,0,0,0,3,8
0,0,0,0,47,53
0,0,0,0,4,8
0,0,0,0,4,8
0,0,0,0,6,10
0,0,0,0,9,15
0,0,0,0,6,11
0,0,0,0,3,9
0,0,0,0,16,25
0,0,0,0,113,127
0,0,0,0,12,44
0,0,0,0,33,42
0,0,0,0,8,12
0,0,0,0,1,33
0,0,0,0,14,21
0,0,0,0,11,16
0,0,0,0,9,16
0,0,0,0,10003,10008
0,0,0,0,6,10
0,0,0,0,10,19
0,0,0,0,1,5
0,0,0,0,6,10
0,0,0,0,20,35
0,0,0,0,63,79
0,0,0,0,33,43
0,0,0,0,19,26
0,0,0,0,46,53
0,0,0,0,4,9
0,0,0,0,1,28
0,0,0,0,45,63
0,0,0,0,9,15
0,0,0,0,5,12
0,0,0,0,33,52
0,0,0,0,5,34
0,0,0,0,6,13
0,0,0,0,9,46
0,0,0,0,3,30
0,0,0,0,6,10
0,0,0,0,8,12
0,0,0,0,12,51
0,0,0,0,1,7
0,0,0,0,16,47
0,0,0,0,54,90
0,0,0,0,5,10
0,0,0,0,6,39
0,0,0,0,7,11
0,0,0,0,5,9
0,0,0,0,7,14
0,0,0,0,8,12
0,0,0,0,9,13
0,0,0,0,3,7
0,0,0,0,17,29
0,0,0,0,6,38
0,0,0,0,30,63
0,0,0,0,16,21
0,0,0,0,1,5
0,0,0,0,4,8
0,0,0,0,6,10
0,0,0,0,23,29
0,0,0,0,7,40
0,0,0,0,36,51
0,0,0,0,2,6
0,0,0,0,4,9
0,0,0,0,7,11
0,0,0,0,1,5
0,0,0,0,15,27
0,0,0,0,2,8
0,0,0,0,3,10
0,0,0,0,2,8
0,0,0,0,3,32
0,0,0,0,11,24
0,0,0,0,2,32
0,0,0,0,19,69
0,0,0,0,11,20
0,0,0,0,10,18
0,0,0,0,3,7
0,0,0,0,5,12
0,0,0,0,29,37
0,0,0,0,15,47
0,0,0,0,8,12
0,0,0,0,23,42
0,0,0,0,13,19
0,0,0,0,1,8
0,0,0,0,15,21
0,0,0,0,5,47
0,0,0,0,6,11
0,0,0,0,11,16
0,0,0,0,1,7
0,0,0,0,4,8
0,0,0,0,15,26
0,0,0,0,24,35
0,0,0,0,2,8
0,0,0,0,15,21
0,0,0,0,5,32
0,0,0,0,22,34
0,0,0,0,5,11
0,0,0,0,5,11
0,0,0,0,1,5
0,0,0,0,33,42
0,0,0,0,11,16
0,0,0,0,4,8
0,0,0,0,12,18
0,0,0,0,21,55
0,0,0,0,16,47
0,0,0,0,8,12
0,0,0,0,3,7
0,0,0,0,2,6
0,0,0,0,2,6
0,0,0,0,19,31
0,0,0,0,6,35
0,0,0,0,3,30
0,0,0,0,68,76
0,0,0,0,26,32
0,0,0,0,3,7
0,0,0,0,9,15
0,0,0,0,7,14
0,0,0,0,23,39
0,3,0,0,6,12
0,0,0,0,4,9
0,0,0,0,5,10
0,0,0,0,6,11
0,0,0,0,1,30
0,0,0,0,8,17
0,0,0,0,28,64
0,0,0,0,1,5
0,0,0,0,10,15
0,0,0,0,25,40
0,0,0,0,6,44
0,0,0,0,21,27
0,0,0,0,7,14
0,0,0,0,4,10
0,0,0,0,40,86
0,0,0,0,1,5
0,0,0,0,8,12
0,0,0,0,22,60
0,0,0,0,29,35
0,0,0,0,14,20
0,0,0,0,11,17
0,0,0,0,7,14
0,0,0,0,23,34
0,0,0,0,12,18
0,0,0,0,15,20
0,0,0,0,11,14
0,0,0,0,16,22
0,0,0,0,4,13
0,0,0,0,8,15
0,0,0,0,1,5
0,0,0,0,37,44
0,0,0,0,5,12
0,0,0,0,8,36
0,0,0,0,14,20
0,0,0,0,8,15
0,0,0,0,7,37
0,0,0,0,4,33
0,0,0,0,26,33
0,0,0,0,1,5
0,0,0,0,1,5
0,0,0,0,5,10
0,0,0,0,17,24
0,0,0,0,211,217
0,0,0,0,10,18
0,0,0,0,9,40
0,0,0,0,32,38
0,0,0,0,22,53
0,0,0,0,48,90
0,0,0,0,5,9
0,0,0,0,15,27
0,0,0,0,3,10
0,0,0,0,5,33
0,0,0,0,11,23
0,0,0,0,9,13
0,0,0,0,8,12
0,0,0,0,18,22
0,0,0,0,4,8
0,0,0,0,10,23
0,0,0,0,6,13
0,0,0,0,6,13
0,0,0,0,16,22
0,0,0,0,12,16
0,0,0,0,11,60
0,0,0,0,4,31
0,0,0,0,7,11
0,0,0,0,18,32
0,0,0,0,27,57
0,0,0,0,16,26
0,0,0,0,2,6
0,0,0,0,6,44
0,0,0,0,6,13
0,0,0,0,6,12
0,0,0,0,5,11
0,0,0,0,8,13
0,0,0,0,12,18
0,0,0,0,1,30
0,0,0,0,8,43
0,0,0,0,4,8
0,0,0,0,37,75
0,0,0,0,7,16
0,0,0,0,6,12
0,0,0,0,9,43
0,0,0,0,1,5
0,0,0,0,4,36
0,0,0,0,3,7
0,0,0,0,8,12
0,0,0,0,5,34
0,0,0,0,74,142
0,0,0,0,59,88
0,0,0,0,8,15
0,0,0,0,31,37
0,0,0,0,4,8
0,0,0,0,13,25
0,0,0,0,7,12
0,0,0,0,2,8
0,0,0,0,17,26
0,0,0,0,4,10
0,0,0,0,27,38
0,0,0,0,3,9
0,0,0,0,6,38
0,0,0,0,3,9
0,0,0,0,15,25
0,0,0,0,5,34
0,0,0,0,38,46
0,0,0,0,3,7
0,0,0,0,4,36
0,0,0,0,3,7
0,0,0,0,9,15
0,0,0,0,9,14
0,0,0,0,2,6
0,0,0,0,8,14
0,0,0,0,8,12
0,0,0,0,8,42
0,0,0,0,2,6
0,0,0,0,7,46
0,0,0,0,7,11
0,0,0,0,17,25
0,0,0,0,8,36
0,0,0,0,6,34
0,0,0,0,9,40
0,0,0,0,27,33
0,0,0,0,7,13
0,0,0,0,2,8
0,0,0,0,20,56
0,0,0,0,8,14
0,0,0,0,5,12
0,0,0,0,1,5
0,0,0,0,4,36
0,0,0,0,2,35
0,0,0,0,7,39
0,0,0,0,3,7
0,0,0,0,3,7
0,0,0,0,14,49
0,0,0,0,15,49
0,0,0,0,8,13
0,0,0,0,10,39
0,0,0,0,10,37
0,0,0,0,7,42
0,0,0,0,2,31
0,0,0,0,65,108
0,0,0,0,19,51
0,0,0,0,24,58
0,0,0,0,7,49
0,0,0,0,5,34
0,0,0,0,9,42
0,0,0,0,27,60
1,0,0,0,22,55
0,0,0,0,5,32
0,0,0,0,6,37
0,0,0,0,19,46
0,0,0,0,14,53
0,0,0,0,8,37
0,0,0,0,4,32
0,0,0,0,8,37
0,0,0,0,8,37
0,0,0,0,9,42
0,0,0,0,32,65
0,0,0,0,14,47
0,0,0,0,14,46
0,0,0,0,13,42
0,0,0,0,16,49
0,0,0,0,11,38
0,0,0,0,15,43
0,0,0,0,9,36
0,0,0,0,15,50
0,0,0,0,3,35
0,0,0,0,1,33
0,0,0,0,13,41
0,0,0,0,5,33
0,0,0,0,14,48
0,0,0,0,15,50
0,0,0,0,7,46
0,0,0,0,8,46
0,0,0,0,14,42
0,0,0,0,10,44
0,0,0,0,14,50
0,0,0,0,10,37
0,0,0,0,65,127
0,0,0,0,1,32
0,0,0,0,15,45
0,0,0,0,9,39
0,0,0,0,4,38
0,0,0,0,4,33
0,0,0,0,12,43
0,0,0,0,8,35
0,0,0,0,11,40
0,0,0,0,937,941
0,0,0,0,941,946
0,0,0,0,7,37
0,0,0,0,4,8
0,0,0,0,3,30
0,0,0,0,15,44
0,0,0,0,7,37
0,0,0,0,9,14
0,0,0,0,10,15
0,0,0,0,10,16
0,0,0,0,8,13
0,0,0,0,32,40
0,0,0,0,24,32
0,0,0,0,14,43
0,1,0,0,52,95
0,0,0,0,11,39
0,0,0,0,15,60
0,0,0,0,15,46
0,0,0,0,8,36
0,0,0,0,9,40
0,0,0,0,10,37
0,0,0,0,1,5
0,0,0,0,11,39
0,0,0,0,19,59
0,0,0,0,4,35
0,0,0,0,5,32
0,0,0,0,14,45
0,0,0,0,23,55
0,0,0,0,8,38
0,0,0,0,9,38
0,0,0,0,7,35
0,0,0,0,20,54
0,0,0,0,9,38
0,0,0,0,10,38
0,0,0,0,34,71
0,0,0,0,6,34
0,0,0,0,6,33
0,0,0,0,6,34
0,0,0,0,15,51
0,0,0,0,4,32
0,0,0,0,9,38
0,0,0,0,7,37
0,0,0,0,9,41
0,0,0,0,25,59
0,0,0,0,9,38
0,0,0,0,51,82
0,0,0,0,14,46
0,0,0,0,12,21
0,0,0,0,7,34
0,0,0,0,10,15
0,0,0,0,2,6
0,0,0,0,28,42
0,0,0,0,9,15
0,0,0,0,8,12
0,0,0,0,4,8
0,0,0,0,28,56
0,0,0,0,5,34
0,0,0,0,3,13
0,0,0,0,10,16
0,0,0,0,42,77
0,0,0,0,9,15
0,0,0,0,8,41
0,0,0,0,4,8
0,0,0,0,12,18
0,0,0,0,11,45
0,0,0,0,104,115
0,0,0,0,15,23
0,0,0,0,3,10
0,0,0,0,16,48
0,0,0,0,7,12
0,0,0,0,14,23
0,0,0,0,10,16
0,0,0,0,7,13
0,0,0,0,1,5
0,0,0,0,16,24
0,0,0,0,6,11
0,0,0,0,4,10
0,0,0,0,8,13
0,0,0,0,5,9
0,0,0,0,8,12
0,0,0,0,10,17
0,0,0,0,17,25
0,0,0,0,16,33
0,0,0,0,15,22
0,0,0,0,16,21
0,0,0,0,9,16
0,0,0,0,3,7
0,0,0,0,4,10
0,0,0,0,17,23
0,0,0,0,5,9
0,0,0,0,10,25
0,0,0,0,7,12
0,0,0,0,11,18
0,0,0,0,4,10
0,0,0,0,5,9
0,0,0,0,5,11
0,0,0,0,6,12
0,0,0,0,9,15
0,0,0,0,3,9
0,0,0,0,12,18
0,0,0,0,2,6
0,0,0,0,6,11
0,0,0,0,16,27
0,0,0,0,10,14
0,0,0,0,3,9
0,0,0,0,9,13
0,0,0,0,5,9
0,0,0,0,5,9
0,0,0,0,3,9
0,0,0,0,5,9
0,0,0,0,8,13
0,1,0,0,15,22
0,0,0,0,4,8
0,0,0,0,8,12
0,0,0,0,6,10
0,0,0,0,8,12
0,0,0,0,3,7
0,0,0,0,9,13
0,0,0,0,3,7
0,0,0,0,14,26
0,0,0,0,13,18
0,0,0,0,5,9
0,0,0,0,12,18
0,0,0,0,5,9
0,0,0,0,3,7
0,0,0,0,5,9
0,0,0,0,14,22
0,0,0,0,5,9
0,0,0,0,25,31
0,1,0,0,2,8
0,0,0,0,2,6
0,0,0,0,6,10
0,0,0,0,7,11
0,0,0,0,9,15
0,0,0,0,7,11
0,0,0,0,7,11
0,0,0,0,51,61
0,0,0,0,1,7
0,0,0,0,27,31
0,0,0,0,3,7
0,0,0,0,3,7
0,0,0,0,3,7
0,0,0,0,6,10
0,0,0,0,18,39
0,0,0,0,4,10
0,0,0,0,7,13
0,0,0,0,10,16
0,0,0,0,1,5
0,0,0,0,6,14
0,0,0,0,16,22
0,0,0,0,9,19
0,0,0,0,10,16
0,0,0,0,1,5
0,0,0,0,20,27
0,0,0,0,6,10
0,0,0,0,85,94
0,0,0,0,9,13
0,0,0,0,8,12
0,0,0,0,32,38
0,0,0,0,21,36
0,0,0,0,20,35
0,0,0,0,6,11
0,0,0,0,8,15
0,0,0,0,3,7
0,0,0,0,4,13
0,0,0,0,7,11
0,0,0,0,5,11
0,0,0,0,5,11
0,0,0,0,5,11
0,0,0,0,5,11
0,0,0,0,7,13
0,0,0,0,7,13
0,0,0,0,12,17
0,0,0,0,10,16
0,0,0,0,4,9
0,0,0,0,2,6
0,0,0,0,12,18
0,0,0,0,1,7
0,1,0,0,8,13
0,0,0,0,3,8
0,1,0,0,6,10
0,0,0,0,2,6
0,1,0,0,6,11
0,0,0,0,11,23
0,1,0,0,6,11
0,0,0,0,11,18
0,0,0,0,2,8
0,0,0,0,13,21
0,0,0,0,8,16
0,0,0,0,2,7
0,0,0,0,2,8
0,0,0,0,1,7
0,0,0,0,12,16
0,0,0,0,7,11
0,0,0,0,8,12
0,0,0,0,15,28
0,0,0,0,8,12
0,0,0,0,7,12
0,0,0,0,10,17
0,0,0,0,1,7
0,0,0,0,5,13
0,0,0,0,6,12
0,0,0,0,20,25
0,0,0,0,31,38
0,0,0,0,4,10
0,0,0,0,11,18
0,0,0,0,7,15
0,0,0,0,9,15
0,0,0,0,5,11
0,0,0,0,5,9
0,0,0,0,4,8
0,0,0,0,9,18
0,0,0,0,12,20
0,0,0,0,12,19
0,0,0,0,2,8
0,0,0,0,5,11
0,0,0,0,5,10
0,0,0,0,3,8
0,0,0,0,5,10
0,0,0,0,30,53
0,0,0,0,4,8
0,0,0,0,14,21
0,0,0,0,5,11
0,0,0,0,5,10
0,0,0,0,7,13
0,0,0,0,10,14
0,0,0,0,5,9
0,0,0,0,9,15
0,0,0,0,41,58
0,0,0,0,7,11
0,0,0,0,10,15
0,0,0,0,16,23
0,0,0,0,3,7
0,0,0,0,1,5
0,0,0,0,23,35
0,0,0,0,9,13
0,0,0,0,5,14
0,0,0,0,13,18
0,0,0,0,9,13
0,0,0,0,26,36
0,0,0,0,12,16
0,0,0,0,4,10
0,0,0,0,4,8
0,0,0,0,15,20
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,4,10
0,0,0,0,9,19
0,0,0,0,3,8
0,0,0,0,5,10
0,0,0,0,6,10
0,0,0,0,4,8
0,0,0,0,28,32
0,0,0,0,17,21
0,0,0,0,6,13
0,0,0,0,15,23
0,0,0,0,17,21
0,0,0,0,16,21
0,0,0,0,12,16
0,0,0,0,4,10
0,0,0,0,5,37
0,0,0,0,5,9
0,0,0,0,10,18
0,0,0,0,16,27
0,0,0,0,11,15
0,0,0,0,42,48
0,0,0,0,6,13
0,0,0,0,51,69
0,0,0,0,15,19
0,0,0,0,12,22
0,0,0,0,98,112
0,0,0,0,1,7
0,0,0,0,14,24
0,0,0,0,10,21
0,0,0,0,11,19
0,0,0,0,8,13
0,0,0,0,2,6
0,0,0,0,18,26
0,0,0,0,14,22
0,0,0,0,16,23
0,0,0,0,6,36
0,0,0,0,23,59
0,0,0,0,16,45
0,0,0,0,6,11
0,0,0,0,4,9
0,0,0,0,15,19
0,0,0,0,13,20
0,0,0,0,8,18
0,0,0,0,9,13
0,0,0,0,3,7
0,0,0,0,10,41
0,0,0,0,7,12
0,0,0,0,9,41
0,0,0,0,9,42
0,0,0,0,2,6
0,0,0,0,17,51
0,0,0,0,6,12
0,0,0,0,10,16
0,0,0,0,47,91
0,0,0,0,9,14
0,0,0,0,6,10
0,0,0,0,49,92
0,0,0,0,7,11
0,0,0,0,4,8
0,0,0,0,3,7
0,0,0,0,22,30
